,Adj Close,Close,High,Low,Open,Volume
A,88.78433227539062,90.12999725341797,90.63999938964844,89.83999633789062,89.94000244140625,1665800.0
AAL,27.219409942626953,27.31999969482422,27.90999984741211,27.299999237060547,27.510000228881836,9852600.0
AAP,143.22244262695312,147.64999389648438,149.97999572753906,146.80999755859375,148.8699951171875,1204300.0
AAPL,78.494140625,79.42500305175781,79.99749755859375,79.32749938964844,79.6449966430664,101832400.0
ABBV,78.43110656738281,87.20999908447266,88.16999816894531,87.1500015258789,88.02999877929688,6438900.0
ABC,88.76776885986328,92.02999877929688,92.41999816894531,91.16999816894531,91.56999969482422,1551600.0
ABMD,184.4199981689453,184.4199981689453,191.7899932861328,183.92999267578125,189.3800048828125,818700.0
ABT,89.12157440185547,91.86000061035156,92.44999694824219,90.02999877929688,90.77999877929688,9841200.0
ACN,203.8435821533203,209.41000366210938,211.86000061035156,209.35000610351562,210.1999969482422,1873600.0
ADBE,350.05999755859375,350.05999755859375,354.2799987792969,349.9599914550781,352.6000061035156,1600300.0
ADI,115.4888687133789,120.41999816894531,121.05000305175781,119.27999877929688,119.63999938964844,1654700.0
ADM,42.20783233642578,44.93000030517578,45.310001373291016,44.88999938964844,45.2400016784668,2101400.0
ADP,170.00277709960938,178.3300018310547,179.88999938964844,177.19000244140625,178.32000732421875,2060100.0
ADSK,194.72999572753906,194.72999572753906,198.72000122070312,194.6199951171875,197.47000122070312,1068600.0
AEE,75.3656234741211,79.91000366210938,80.44000244140625,79.87999725341797,80.13999938964844,2366300.0
AEP,92.66756439208984,100.0,100.4000015258789,99.80000305175781,100.0,2985100.0
AES,18.968971252441406,20.399999618530273,20.709999084472656,20.3799991607666,20.450000762939453,3833100.0
AFL,49.565879821777344,52.529998779296875,53.060001373291016,52.470001220703125,53.02000045776367,2523400.0
AIG,48.630516052246094,52.2599983215332,52.439998626708984,51.63999938964844,51.86000061035156,4341500.0
AIZ,125.82441711425781,131.2899932861328,132.24000549316406,130.9600067138672,132.02000427246094,260600.0
AJG,93.08425903320312,96.2699966430664,96.69000244140625,96.05999755859375,96.30000305175781,568300.0
AKAM,95.5999984741211,95.5999984741211,96.1500015258789,95.29000091552734,95.51000213623047,902300.0
ALB,79.38190460205078,81.37999725341797,81.95999908447266,80.7699966430664,81.18000030517578,2138400.0
ALGN,279.30999755859375,279.30999755859375,281.79998779296875,274.8900146484375,274.8900146484375,832500.0
ALK,65.22013092041016,65.58999633789062,66.27999877929688,65.30000305175781,65.44000244140625,1398000.0
ALL,111.38020324707031,117.6500015258789,118.69000244140625,117.58999633789062,118.23999786376953,1274100.0
ALLE,126.49011993408203,129.4499969482422,129.89999389648438,127.54000091552734,127.61000061035156,786300.0
AMAT,62.48196029663086,63.88999938964844,64.5999984741211,63.619998931884766,63.70000076293945,5598700.0
AMCR,9.772926330566406,10.729999542236328,10.760000228881836,10.699999809265137,10.699999809265137,4057800.0
AMD,51.43000030517578,51.43000030517578,51.880001068115234,51.20000076293945,51.630001068115234,40772200.0
AME,98.7316665649414,100.2699966430664,102.30000305175781,100.2300033569336,101.77999877929688,1143500.0
AMGN,221.5689697265625,236.75,239.6999969482422,235.75999450683594,238.75,1998200.0
AMP,163.21572875976562,171.13999938964844,172.3300018310547,171.0,171.4600067138672,526100.0
AMT,225.11575317382812,235.16000366210938,238.1699981689453,234.25999450683594,237.91000366210938,1294000.0
AMZN,1887.4599609375,1887.4599609375,1902.5,1883.3399658203125,1896.0899658203125,3216300.0
ANET,55.68000030517578,55.68000030517578,56.477500915527344,55.41749954223633,55.5,1809200.0
ANSS,274.7300109863281,274.7300109863281,277.29998779296875,274.3299865722656,274.9700012207031,530300.0
ANTM,295.0512390136719,303.510009765625,306.67999267578125,302.1400146484375,306.67999267578125,998000.0
AON,207.93121337890625,211.91000366210938,212.8300018310547,211.39999389648438,211.5399932861328,634900.0
AOS,44.424713134765625,46.5,48.150001525878906,46.5,47.31999969482422,2142800.0
APA,30.323163986206055,30.8700008392334,31.450000762939453,30.850000381469727,31.290000915527344,4710700.0
APD,228.03623962402344,238.0399932861328,239.13999938964844,236.9199981689453,238.61000061035156,927800.0
APH,52.067726135253906,53.314998626708984,54.564998626708984,52.55500030517578,53.58000183105469,5750800.0
APTV,90.91876220703125,91.1500015258789,92.41000366210938,90.88999938964844,91.83999633789062,942900.0
ARE,155.28741455078125,163.27999877929688,165.67999267578125,162.67999267578125,165.10000610351562,467400.0
ATO,109.79512023925781,116.08999633789062,116.7300033569336,115.72000122070312,116.66000366210938,690900.0
ATVI,59.284725189208984,60.31999969482422,61.900001525878906,60.2400016784668,61.650001525878906,6110200.0
AVB,200.58935546875,216.63999938964844,220.6999969482422,215.80999755859375,219.85000610351562,718900.0
AVGO,294.6707763671875,312.9700012207031,317.9200134277344,310.5,310.79998779296875,2926400.0
AVY,125.65131378173828,130.22999572753906,132.22999572753906,130.1699981689453,131.27000427246094,367700.0
AWK,129.6131134033203,134.0500030517578,134.80999755859375,133.27000427246094,133.8000030517578,1255000.0
AXP,127.45516967773438,131.49000549316406,132.27000427246094,130.92999267578125,130.92999267578125,2483800.0
AZO,1157.3299560546875,1157.3299560546875,1162.8900146484375,1146.0899658203125,1155.77001953125,227300.0
BA,307.17242431640625,309.0,312.8399963378906,302.7200012207031,309.82000732421875,18792600.0
BAC,32.67081069946289,34.36000061035156,34.45000076293945,34.22999954223633,34.369998931884766,38879700.0
BAX,88.59989929199219,91.16000366210938,91.86000061035156,90.58000183105469,91.61000061035156,2815400.0
BBWI,15.790635108947754,16.151981353759766,16.572351455688477,16.127727508544922,16.572351455688477,5127984.0
