,Adj Close,Close,High,Low,Open,Volume
A,126.79400634765625,127.68000030517578,130.38999938964844,127.58000183105469,129.0,1941400.0
AAL,17.709999084472656,17.709999084472656,17.979999542236328,17.450000762939453,17.829999923706055,26328200.0
AAP,163.77764892578125,167.5500030517578,167.67999267578125,159.7100067138672,160.02000427246094,1584500.0
AAPL,129.49005126953125,129.7100067138672,130.0,127.41000366210938,129.1999969482422,96856700.0
ABBV,100.4837417602539,106.05999755859375,106.61000061035156,105.20999908447266,105.31999969482422,5386600.0
ABC,103.76715850830078,105.26000213623047,105.7300033569336,104.30999755859375,104.72000122070312,728300.0
ABMD,322.0799865722656,322.0799865722656,326.0,311.8900146484375,312.1400146484375,493300.0
ABT,123.56273651123047,125.41000366210938,126.66000366210938,124.06999969482422,125.47000122070312,5427900.0
ACN,254.69375610351562,257.6300048828125,258.1000061035156,254.6999969482422,255.58999633789062,1664300.0
ADBE,488.3699951171875,488.3699951171875,489.79998779296875,480.0,486.32000732421875,1803200.0
ADI,154.7425994873047,158.08999633789062,158.77000427246094,155.66000366210938,157.94000244140625,3807700.0
ADM,54.592002868652344,55.81999969482422,56.349998474121094,55.540000915527344,55.630001068115234,2717000.0
ADP,168.54248046875,172.60000610351562,173.02000427246094,166.25999450683594,167.22000122070312,2226000.0
ADSK,300.7200012207031,300.7200012207031,301.7799987792969,292.8599853515625,299.0,1264600.0
AEE,71.6750259399414,74.08999633789062,74.62000274658203,73.0,73.23999786376953,1436900.0
AEP,77.7293472290039,80.4800033569336,80.69000244140625,78.51000213623047,78.51000213623047,3468100.0
AES,26.924571990966797,27.809999465942383,28.81999969482422,27.3700008392334,28.610000610351562,7613800.0
AFL,46.186256408691406,47.290000915527344,47.68000030517578,46.75,46.77000045776367,4195100.0
AIG,40.86354446411133,42.11000061035156,43.0,41.4900016784668,42.459999084472656,4032600.0
AIZ,120.1199951171875,122.7699966430664,125.80999755859375,122.48999786376953,125.44000244140625,607300.0
AJG,116.65225219726562,118.62000274658203,118.66999816894531,116.77999877929688,117.54000091552734,918000.0
AKAM,99.69999694824219,99.69999694824219,101.55000305175781,99.36000061035156,101.22000122070312,2181900.0
ALB,140.31893920898438,141.4600067138672,151.25,140.72999572753906,150.47999572753906,4075000.0
ALGN,594.989990234375,594.989990234375,600.0900268554688,584.5499877929688,596.0700073242188,288100.0
ALK,59.900001525878906,59.900001525878906,60.18000030517578,58.43000030517578,59.209999084472656,1415500.0
ALL,101.6417236328125,105.08000183105469,105.5,104.1500015258789,104.69000244140625,1690900.0
ALLE,107.12724304199219,108.30999755859375,110.19999694824219,108.06999969482422,108.87000274658203,713700.0
AMAT,112.42665100097656,113.43000030517578,115.62999725341797,112.44000244140625,114.0,8239600.0
AMCR,10.864991188049316,11.420000076293945,11.550000190734863,11.25,11.3100004196167,7436300.0
AMD,88.63999938964844,88.63999938964844,89.5999984741211,87.30999755859375,89.08999633789062,35624900.0
AME,118.0278091430664,118.94999694824219,119.93000030517578,117.95999908447266,119.7300033569336,810300.0
AMGN,225.2975311279297,232.52999877929688,235.42999267578125,232.3000030517578,235.42999267578125,1945300.0
AMP,210.82923889160156,214.1999969482422,217.3000030517578,212.8000030517578,215.75,601500.0
AMT,222.64944458007812,228.25999450683594,228.52000427246094,225.24000549316406,225.57000732421875,1131600.0
AMZN,3328.22998046875,3328.22998046875,3338.0,3273.93994140625,3282.419921875,3027400.0
ANET,77.2125015258789,77.2125015258789,77.89375305175781,76.3375015258789,77.04499816894531,2479600.0
ANSS,389.80999755859375,389.80999755859375,391.54998779296875,383.3999938964844,390.4599914550781,358100.0
ANTM,291.9536437988281,296.3299865722656,298.45001220703125,288.92999267578125,288.92999267578125,1351900.0
AON,225.55105590820312,227.25999450683594,229.82000732421875,225.32000732421875,228.00999450683594,2918200.0
AOS,56.98735046386719,58.150001525878906,59.38999938964844,57.810001373291016,58.869998931884766,780300.0
APA,17.471277236938477,17.6299991607666,18.530000686645508,17.600000381469727,18.459999084472656,7963400.0
APD,257.1230163574219,262.6499938964844,263.8900146484375,258.4700012207031,260.0,913500.0
APH,64.65132141113281,65.37000274658203,66.4749984741211,65.24500274658203,66.2249984741211,3758800.0
APTV,149.35000610351562,149.35000610351562,155.60000610351562,148.02999877929688,155.3699951171875,1531100.0
ARE,164.38790893554688,168.30999755859375,169.77000427246094,167.8800048828125,168.66000366210938,940600.0
ATO,90.64501190185547,93.69000244140625,94.30000305175781,92.56999969482422,92.56999969482422,854300.0
ATVI,101.15602111816406,102.25,102.4000015258789,100.94000244140625,101.83000183105469,5087800.0
AVB,171.5306396484375,177.77000427246094,179.13999938964844,177.0500030517578,178.63999938964844,501500.0
AVGO,475.7874450683594,483.260009765625,485.4100036621094,475.1300048828125,480.2300109863281,1671500.0
AVY,169.72897338867188,172.57000732421875,175.57000732421875,171.69000244140625,174.39999389648438,398800.0
AWK,157.79624938964844,160.14999389648438,161.24000549316406,159.67999267578125,160.39999389648438,1157200.0
AXP,126.77577209472656,128.49000549316406,128.8300018310547,126.08000183105469,127.48999786376953,2269700.0
AZO,1211.2900390625,1211.2900390625,1217.6800537109375,1185.3699951171875,1190.449951171875,187400.0
BA,208.47999572753906,208.47999572753906,214.33999633789062,208.0800018310547,213.4499969482422,9121300.0
BAC,33.381019592285156,34.189998626708984,34.650001525878906,34.02000045776367,34.060001373291016,37541700.0
BAX,77.48690032958984,78.83000183105469,79.33000183105469,77.52999877929688,77.80000305175781,2185400.0
BBWI,39.051856994628906,39.45836639404297,39.62813186645508,38.35084915161133,39.191593170166016,2862294.0
BBY,112.81605529785156,116.76000213623047,118.44999694824219,116.41999816894531,117.88999938964844,1890500.0
BDX,245.3988800048828,249.5804901123047,251.68780517578125,247.80487060546875,250.4487762451172,1452733.0
BEN,25.783435821533203,26.989999771118164,27.729999542236328,26.989999771118164,27.510000228881836,2481400.0
BF.B,,,,,,
BIIB,275.8999938964844,275.8999938964844,277.9700012207031,272.0,274.8500061035156,933000.0
BIO,651.5,651.5,667.7100219726562,649.0,653.77001953125,195400.0
BK,41.1439094543457,42.18000030517578,42.79999923706055,41.900001525878906,42.560001373291016,3715800.0
BKNG,2259.7900390625,2259.7900390625,2275.909912109375,2190.030029296875,2190.030029296875,317000.0
BKR,22.405536651611328,23.079999923706055,23.479999542236328,23.030000686645508,23.459999084472656,5053000.0
BLK,685.3629760742188,703.530029296875,717.1199951171875,696.47998046875,716.4299926757812,1078700.0
BLL,89.4739990234375,90.37000274658203,90.95999908447266,89.38999938964844,89.5,1298100.0
BMY,59.09996795654297,61.02000045776367,61.720001220703125,60.29999923706055,60.310001373291016,14076600.0
BR,146.42628479003906,149.27999877929688,149.67999267578125,146.13999938964844,146.35000610351562,425800.0
BRK.B,,,,,,
BRO,44.027687072753906,44.31999969482422,44.45000076293945,43.90999984741211,44.150001525878906,985200.0
BSX,37.52000045776367,37.52000045776367,37.7400016784668,36.880001068115234,37.279998779296875,6390200.0
BWA,42.2540397644043,43.060001373291016,44.5,42.970001220703125,44.209999084472656,2620400.0
BXP,87.84362030029297,91.66999816894531,92.79000091552734,90.97000122070312,92.29000091552734,795600.0
C,61.0101203918457,63.47999954223633,64.55000305175781,63.09000015258789,64.30000305175781,14833200.0
CAG,33.20103073120117,34.70000076293945,34.93000030517578,33.7400016784668,33.95000076293945,3233600.0
CAH,49.5817756652832,51.369998931884766,51.66999816894531,51.099998474121094,51.5,2042200.0
CARR,36.133182525634766,36.650001525878906,37.22999954223633,36.36199951171875,37.09000015258789,3961800.0
CAT,195.9203338623047,199.9199981689453,202.8800048828125,198.5800018310547,201.5500030517578,2345800.0
CB,161.25668334960938,164.77999877929688,165.89999389648438,163.33999633789062,165.2899932861328,1362100.0
CBOE,98.05154418945312,99.58999633789062,101.13999938964844,95.08000183105469,95.43000030517578,1535500.0
CBRE,69.80999755859375,69.80999755859375,70.12999725341797,68.72000122070312,69.19999694824219,2134300.0
CCI,160.07449340820312,164.89999389648438,165.30999755859375,162.5,162.94000244140625,1744100.0
CCL,22.889999389648438,22.889999389648438,23.149999618530273,22.3799991607666,22.969999313354492,26606400.0
CDAY,96.19000244140625,96.19000244140625,96.72000122070312,92.93000030517578,95.0999984741211,709600.0
CDNS,139.52999877929688,139.52999877929688,140.91000366210938,137.6699981689453,140.1999969482422,1723300.0
CDW,155.8794708251953,156.64999389648438,158.0800018310547,156.5500030517578,156.8000030517578,672200.0
CE,129.1107177734375,131.39999389648438,132.07000732421875,130.24000549316406,131.30999755859375,648200.0
CEG,,,,,,
CERN,71.48287963867188,72.54000091552734,72.83000183105469,72.0199966430664,72.68000030517578,2994100.0
CF,42.98482131958008,43.869998931884766,46.7400016784668,42.849998474121094,45.349998474121094,3421500.0
CFG,39.559417724609375,40.900001525878906,41.5099983215332,40.40999984741211,41.29999923706055,4410900.0
CHD,82.60431671142578,83.55000305175781,83.7300033569336,81.94999694824219,82.2300033569336,890700.0
CHRW,90.25526428222656,91.23999786376953,91.44000244140625,89.33999633789062,89.51000213623047,713600.0
CHTR,616.4199829101562,616.4199829101562,625.0599975585938,612.7100219726562,625.0599975585938,760900.0
CI,201.06109619140625,205.64999389648438,209.2899932861328,205.50999450683594,207.99000549316406,1449100.0
CINF,92.1466293334961,94.68000030517578,95.44000244140625,92.3499984741211,92.3499984741211,818500.0
CL,76.52427673339844,78.72000122070312,78.86000061035156,78.08999633789062,78.33999633789062,2565600.0
CLX,183.391845703125,189.64999389648438,190.89999389648438,185.97000122070312,186.83999633789062,1887000.0
CMA,61.478843688964844,64.26000213623047,64.61000061035156,63.22999954223633,63.970001220703125,1507500.0
CMCSA,51.32174301147461,52.560001373291016,52.869998931884766,52.2599983215332,52.68000030517578,14533500.0
CME,187.1873016357422,193.99000549316406,194.24000549316406,189.72000122070312,190.0500030517578,1497200.0
CMG,1456.31005859375,1456.31005859375,1466.0400390625,1444.0,1448.1600341796875,174200.0
CMI,235.88348388671875,241.6699981689453,241.69000244140625,237.72000122070312,239.5,1068400.0
CMS,55.05228042602539,56.619998931884766,56.869998931884766,55.900001525878906,55.900001525878906,1558700.0
CNC,58.72999954223633,58.72999954223633,59.5099983215332,58.41999816894531,58.41999816894531,3843200.0
CNP,21.25779914855957,21.799999237060547,22.100000381469727,21.440000534057617,21.5,4636000.0
COF,114.98017883300781,117.0199966430664,118.29000091552734,115.30999755859375,117.5,2348900.0
COO,388.6922607421875,388.75,389.6099853515625,381.1099853515625,383.82000732421875,259600.0
COP,46.32009506225586,47.689998626708984,49.130001068115234,47.630001068115234,49.0,8382200.0
COST,355.49072265625,356.9200134277344,358.20001220703125,352.2799987792969,352.2799987792969,1914900.0
CPB,45.62238311767578,47.13999938964844,47.75,46.13999938964844,46.380001068115234,1992700.0
CPRT,118.7699966430664,118.7699966430664,119.04000091552734,116.91999816894531,117.62999725341797,1110200.0
CPT,101.33032989501953,103.80000305175781,105.73999786376953,103.69999694824219,104.69999694824219,564100.0
CRL,292.510009765625,292.510009765625,297.6700134277344,287.30999755859375,297.6700134277344,512300.0
CRM,247.00999450683594,247.00999450683594,248.00999450683594,242.57000732421875,245.97000122070312,4152800.0
CSCO,45.69158935546875,46.34000015258789,46.400001525878906,45.689998626708984,46.38999938964844,16867500.0
CSX,29.58424186706543,30.00666618347168,30.163333892822266,29.53333282470703,29.773332595825195,10864500.0
CTAS,339.70721435546875,340.45001220703125,341.4200134277344,333.6600036621094,338.25,350200.0
CTLT,118.23999786376953,118.23999786376953,120.73999786376953,117.12000274658203,120.73999786376953,728200.0
CTRA,16.782678604125977,18.059999465942383,18.579999923706055,17.93000030517578,18.489999771118164,8392800.0
CTSH,74.56697845458984,74.81999969482422,76.13999938964844,74.41999816894531,76.13999938964844,4440800.0
CTVA,43.56584167480469,44.20000076293945,45.08000183105469,43.439998626708984,44.90999984741211,3106400.0
CTXS,130.23963928222656,132.08999633789062,133.49000549316406,131.2100067138672,133.3800048828125,877500.0
CVS,69.48448181152344,71.5199966430664,72.97000122070312,71.31999969482422,72.6500015258789,7328800.0
CVX,90.59349822998047,95.0,95.77999877929688,94.30000305175781,95.75,9030600.0
CZR,79.2699966430664,79.2699966430664,80.05999755859375,77.06999969482422,77.6500015258789,941300.0
D,69.67208099365234,72.70999908447266,73.45999908447266,72.06999969482422,72.16000366210938,3668300.0
DAL,44.380001068115234,44.380001068115234,44.54999923706055,43.369998931884766,43.79999923706055,8747800.0
DD,67.46080017089844,68.83999633789062,69.9800033569336,68.12000274658203,69.63999938964844,11030300.0
DE,296.1991882324219,300.25,311.4599914550781,298.5400085449219,310.8399963378906,3110900.0
DFS,88.8377914428711,90.26000213623047,91.66000366210938,88.66000366210938,91.30000305175781,2088800.0
DG,201.25418090820312,202.8300018310547,203.0500030517578,198.5,199.02999877929688,1562900.0
