,Adj Close,Close,High,Low,Open,Volume
A,86.2822494506836,87.58999633789062,88.23999786376953,87.31999969482422,87.72000122070312,1417000.0
AAL,27.219409942626953,27.31999969482422,27.989999771118164,27.25,27.959999084472656,8106800.0
AAP,144.5416717529297,149.00999450683594,153.5,148.61000061035156,153.17999267578125,1416100.0
AAPL,76.67322540283203,77.5824966430664,78.1675033569336,77.0625,77.6500015258789,140644800.0
ABBV,79.02719116210938,89.05999755859375,90.29000091552734,88.83000183105469,90.2300033569336,8581400.0
ABC,83.95465850830078,87.04000091552734,87.38999938964844,86.5999984741211,87.04000091552734,965100.0
ABMD,189.05999755859375,189.05999755859375,195.49000549316406,185.3300018310547,190.60000610351562,1488200.0
ABT,82.46508026123047,85.36000061035156,86.98999786376953,85.16999816894531,86.79000091552734,4680400.0
ACN,201.3616180419922,207.66000366210938,208.30999755859375,206.72999572753906,206.92999267578125,1573100.0
ADBE,339.80999755859375,339.80999755859375,343.3599853515625,339.6199951171875,342.04998779296875,1480400.0
ADI,113.71463012695312,118.56999969482422,120.80999755859375,118.37000274658203,120.80000305175781,1610500.0
ADM,41.28720474243164,43.95000076293945,44.459999084472656,43.79999923706055,44.369998931884766,2311400.0
ADP,163.10081481933594,171.08999633789062,172.0,170.63999938964844,172.0,968700.0
ADSK,192.36000061035156,192.36000061035156,193.4199981689453,191.83999633789062,193.16000366210938,708900.0
AEE,72.63053131103516,77.01000213623047,77.30000305175781,76.69999694824219,76.80000305175781,1073900.0
AEP,87.42256927490234,94.33999633789062,94.66000366210938,94.0199966430664,94.19999694824219,1452800.0
AES,18.764400482177734,20.18000030517578,20.329999923706055,20.139999389648438,20.229999542236328,2555000.0
AFL,49.131839752197266,52.06999969482422,53.029998779296875,52.04999923706055,52.68000030517578,2842800.0
AIG,48.4164924621582,52.029998779296875,52.63999938964844,51.880001068115234,52.29999923706055,5483000.0
AIZ,126.92655181884766,132.44000244140625,134.88999938964844,132.33999633789062,134.50999450683594,324000.0
AJG,92.2817153930664,95.44000244140625,96.18000030517578,95.33000183105469,95.83000183105469,675200.0
AKAM,93.52999877929688,93.52999877929688,93.95999908447266,92.7300033569336,93.58999633789062,1183800.0
ALB,70.32975769042969,72.0999984741211,73.83000183105469,71.8499984741211,73.01000213623047,1493300.0
ALGN,293.3299865722656,293.3299865722656,299.07000732421875,292.6300048828125,297.2099914550781,589200.0
ALK,65.51844024658203,65.88999938964844,66.69999694824219,65.81999969482422,66.5999984741211,1007600.0
ALL,107.4040298461914,113.44999694824219,114.16000366210938,113.18000030517578,113.95999908447266,1431200.0
ALLE,120.60779571533203,123.43000030517578,123.87999725341797,122.54000091552734,123.20999908447266,525300.0
AMAT,60.115291595458984,61.470001220703125,62.709999084472656,61.20000076293945,62.529998779296875,4456100.0
AMCR,9.517902374267578,10.449999809265137,10.5600004196167,10.34000015258789,10.380000114440918,3526900.0
AMD,48.16999816894531,48.16999816894531,49.290000915527344,48.0,49.2599983215332,44133700.0
AME,99.21415710449219,100.76000213623047,101.61000061035156,100.58999633789062,101.61000061035156,840700.0
AMGN,222.98214721679688,238.25999450683594,240.92999267578125,237.61000061035156,238.67999267578125,1777600.0
AMP,161.32740783691406,169.16000366210938,169.92999267578125,167.5,168.9199981689453,749000.0
AMT,220.94200134277344,230.8000030517578,231.02000427246094,227.44000244140625,228.08999633789062,1578900.0
AMZN,1883.1600341796875,1883.1600341796875,1906.93994140625,1880.0,1905.3699951171875,2853700.0
ANET,51.8650016784668,51.8650016784668,52.415000915527344,51.53499984741211,51.79999923706055,1826000.0
ANSS,260.79998779296875,260.79998779296875,263.05999755859375,260.1400146484375,262.57000732421875,266200.0
ANTM,299.1633605957031,307.739990234375,309.1000061035156,306.42999267578125,307.94000244140625,1049900.0
AON,204.15350341796875,208.05999755859375,209.8300018310547,207.55999755859375,209.3800048828125,448400.0
AOS,45.49472427368164,47.619998931884766,48.0099983215332,46.95000076293945,47.13999938964844,1707100.0
APA,31.563024520874023,32.380001068115234,32.529998779296875,32.040000915527344,32.349998474121094,4642300.0
APD,222.2500457763672,232.0,235.2899932861328,231.25,234.5,949000.0
APH,52.8929557800293,54.15999984741211,54.4900016784668,54.01499938964844,54.415000915527344,1512200.0
APTV,89.28292846679688,89.51000213623047,91.7300033569336,89.38999938964844,91.7300033569336,1323600.0
ARE,150.80796813964844,158.57000732421875,158.74000549316406,156.86000061035156,157.58999633789062,1155300.0
ATO,105.34999084472656,111.38999938964844,111.79000091552734,111.19000244140625,111.37999725341797,543400.0
ATVI,57.93824005126953,58.95000076293945,59.7599983215332,58.72999954223633,59.7599983215332,4424300.0
AVB,193.006103515625,208.4499969482422,208.8699951171875,206.25999450683594,206.77999877929688,736100.0
